C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
513,"Customer#000000513"," P45UmibQzVo,BxBKDg6j",1,11-861-303-6887,955.37,HOUSEHOLD,"aggle blithely express, regular requests? ironic, unusual dolphins boost. slyly final ideas h"
514,"Customer#000000514",0BnUdwBXykYaAoASAw9qt7UdSg,23,33-194-775-6756,5840.97,BUILDING,cording to the requests. carefully express pinto beans must wake slyly across the platelets. furiously unusu
515,"Customer#000000515",D3ujyL3bVB427J,15,25-204-592-4731,3225.07,BUILDING,"furiously. even excuses are. furiously ironic pinto beans wake. special, regular excuses"
516,"Customer#000000516",nhvcaf7aDlwwNS s2TLRJVbctV1FdGj2uofsJKSy,6,16-947-309-2690,4768.96,MACHINERY,ic platelets according to the ironi
517,"Customer#000000517",F8CVMjSlWmVgKFUYD4y6TWwLtbHcpKXt,10,20-475-741-4234,3959.71,FURNITURE,nst the carefully even theodolites haggle furiously acco
518,"Customer#000000518",nzo yXOJG0Yi9iswej7xsU5a4ALJ,17,27-651-256-7682,9871.66,BUILDING,s nag quickly asymptotes. carefully ironic accounts
519,"Customer#000000519",2UGMU3RhYB3xbpBUHm,5,15-452-860-5592,9074.45,BUILDING,blithely regular ideas. always express deposits alongside of the fluffily special instructions cajole blithely 
520,"Customer#000000520","uQckOS5MRYqIWlUN,kOJN6YeEnc3hm0tAtn8rzmq",3,13-612-111-7765,8315.09,HOUSEHOLD,", ironic instructions. furiously express deposits mold fluffily behind the furiously pending d"
521,"Customer#000000521",f6mqmrZ1xwaCLd2XVXoGAWqBAHZkFcN,2,12-539-480-8897,5830.69,MACHINERY,rts boost quickly close requests! unusual theodolit
522,"Customer#000000522",LbsWlyqkBHxQ6W2qRh0Ll8DfpARzOmDwkcZhG7u,12,22-771-454-9561,6358.46,BUILDING,ccounts under the regular pinto beans wake slyly according to the ironic packag
523,"Customer#000000523"," jMc8Lz8DhJUBv29 ,wVyKIkJLDuT1q",10,20-638-320-5977,-275.73,BUILDING,raids integrate silent realms. fluffily express packag
524,"Customer#000000524",QBzcTUuIqEIvcuAjKqzsaxW2,9,19-844-888-9800,5706.19,HOUSEHOLD,ickly express deposits cajole slyly accounts. even packages boost express ideas. even packages after th
525,"Customer#000000525","w,BckWlJjWWQ2KTFgyjaKq4agN",19,29-365-641-8287,3931.68,AUTOMOBILE,ronically regular deposits detect agains
526,"Customer#000000526",0Dq5bKJZiWiN nQM5kY1T,1,11-170-679-3115,705.93,HOUSEHOLD,ly blithe epitaphs cajole about the enticingly even instructions. slyly furious requests thrash carefully final asy
527,"Customer#000000527","LIhq6ID7yu40j3iu,QNvwwK0xyV2X96b",13,23-139-567-9286,4429.81,HOUSEHOLD,lyly even dependencies. instructions cajole ironic accounts. furiously special dependencies run doggedly. s
528,"Customer#000000528",992HkW4KBS2kSktolJ9iaVMBSudzXDAoE2Q,15,25-985-381-5453,1802.50,AUTOMOBILE,y; slyly unusual foxes wake furiously ideas. slyly special requests through the slyl
529,"Customer#000000529",DkgKvNorCNCtc9gchRCu8AssNG2tlcw3EYlSTo,15,25-383-240-7326,9647.58,FURNITURE,ously regular requests. fluffily even packages after the slyly final accounts unwind quickly express theod
530,"Customer#000000530","wkUqoUkU2,o9xshJ C4oqtsP HAMt8bnw93tj",13,23-614-884-1055,4990.92,BUILDING,tions. regular deposits above the dolphins detect fluffily according to the e
531,"Customer#000000531","PMiZIkLqQ1Xn55OFUk6XU,NqxjmE64,vuk",19,29-151-567-1296,5342.82,HOUSEHOLD,ing waters use slyly. idly even accounts cajole around the ev
532,"Customer#000000532",vv4cXG4HK5i71vJEFytjVsHVNOGsKjT9Pl,15,25-875-978-2232,1725.68,MACHINERY,quickly against the slyly even packages! ironic 
533,"Customer#000000533",F8ySkIWhA34Mn8OEYoprci FDKwAu21vUcJHx,15,25-525-957-4486,5432.77,HOUSEHOLD,"ven packages detect. bold, regular requests al"
534,"Customer#000000534",YbiW1r73ASuQjly1z1caPOkFrslOZ7rX2rY,1,11-137-389-2888,6520.97,AUTOMOBILE,ronic epitaphs detect carefully above the furiously regular dep
535,"Customer#000000535",1Y2rGHFB bRzmBUoOyJ6JPz,2,12-787-866-1808,2912.80,BUILDING,reful requests dazzle sheaves. pac
536,"Customer#000000536",ILSb8danwAbHWxlT,12,22-521-348-9030,3342.75,MACHINERY,fluffily among the furiously even requests. unusual deposi
537,"Customer#000000537",wt3wuo0WHO,10,20-337-488-6765,2614.79,FURNITURE, foxes sleep. slyly bold dependencies haggle carefully along the special pinto beans. fluffi
538,"Customer#000000538","yRH2mfbCgvAjVv3JwG8MQPuqu,b6",19,29-632-471-2852,-303.95,MACHINERY,ickly special courts cajole even accounts. deposits are
539,"Customer#000000539",mCkOnyRFFBmIprfnflX OHQIvs9aMZ9,6,16-166-785-8571,4390.33,HOUSEHOLD,ully blithely unusual requests. 
540,"Customer#000000540",3GQ3xYCZ3S,16,26-933-117-7482,9195.77,MACHINERY,"s. even, special packages according to the slyly bold pinto beans ca"
541,"Customer#000000541","1o IzTSvGjwWa,3Goff26cqhLHuv",0,10-362-308-9442,1295.54,FURNITURE,y regular packages. furiously regular requests run against the quickly stealth
542,"Customer#000000542","46YLLvD4X7bQz Lm,xYgwg4EeR bt2XATa",16,26-674-545-2517,3109.96,BUILDING,y ironic foxes. slyly brave pinto beans wake slyly. furi
543,"Customer#000000543",iwP8g4T9kXvxAIgbRXo,17,27-972-408-3265,6089.13,AUTOMOBILE,cuses sleep about the orbits. quickly brave packages wake furiou
544,"Customer#000000544","iwTwOF0Cm0kmtuMH3gIQ,5VjZyBYX",5,15-572-651-1323,4974.68,AUTOMOBILE,"ts. ironic, final accounts according to the even accounts integrate carefully slyl"
545,"Customer#000000545",rz2vUH0Dn6bOecBnvz,10,20-849-123-8918,7505.33,AUTOMOBILE,"l foxes sleep furiously across the bold packages. slyly bold instructions among the even, even deposit"
546,"Customer#000000546",l1yp34XcQAmfPoRidIZJFlZhlgPE9zS,19,29-936-444-8248,3116.50,MACHINERY,al packages boost after the fluffily unusual ideas. quickly even asymptotes wake furiously spec
547,"Customer#000000547","XJr8gYN5Gm,ya,dpJ",22,32-696-724-2981,6058.08,BUILDING,"y regular pinto beans. special accounts across the regular, ironic accounts sleep across the slyly "
548,"Customer#000000548","SSDbX,7CqkhryooH2ETjBp1y,OfHt,isFeeaoEGH",4,14-787-370-8722,90.45,BUILDING,lly along the bold dependencies. quietly bold requests must hav
549,"Customer#000000549","xVxALNjfIf,imfMI6nDQL4AbVCg4QRgyCMEtIk5",24,34-825-998-8579,91.53,BUILDING, final deposits wake carefully above the furiously final packages! idly ironic 
550,"Customer#000000550",BVrKgwOTbpbctN0k,17,27-938-997-6262,7270.82,FURNITURE,uests: fluffily regular deposits wake carefully. unusual platelet
551,"Customer#000000551",KCFBZoGH2stDQy8wHk,15,25-209-544-4006,-334.89,MACHINERY,owly ironic excuses. furiously ironic requests boost quickly furiously regular inst
552,"Customer#000000552",nPHyQaQICGUMAPaW5hITB,2,12-669-784-2191,1353.24,FURNITURE,the theodolites. quickly special requests need to cajole furiously blithely fi
553,"Customer#000000553",Ty7FQxhrz7,4,14-454-146-3094,4804.57,BUILDING,lyly regular foxes nag quickly unusual frets. quickly ruthless dependencies against the pinto beans wake 
554,"Customer#000000554",aFxQKyd9qhK23ED1o4uOdo0ftU,2,12-938-503-7317,8395.57,HOUSEHOLD,fily even requests. furiously
555,"Customer#000000555",PJESH3U7LaTomDzxBxfURsd1sHAkO1PcS,15,25-548-367-9974,5486.52,BUILDING,lyly according to the courts. requests boost. blithely ironic foxes
556,"Customer#000000556","7ejFF6Gxta7aXQf4o59uA3QyzuN,qfV3v",1,11-934-412-5846,7944.22,MACHINERY,furiously final asymptotes are quickly pending d
557,"Customer#000000557",eyUl6yn9Tw,15,25-390-153-6699,9559.04,BUILDING,nce the carefully unusual ideas doubt bold dependencies. furiously bold packages affix blithely. furiously
558,"Customer#000000558",cpZ15XGaD9kIo,17,27-866-273-7672,1912.23,HOUSEHOLD,ronic deposits boost ideas. regular som
559,"Customer#000000559",rXqolD5Pb0LbMruHD5he5o0vEauPrdFKrL4m806b,7,17-395-429-6655,5872.94,AUTOMOBILE,uriously silent platelets cajole furiously ironic accounts. fluffily regular excuses sleep.
560,"Customer#000000560","L6VlaM,4e, u72a",19,29-618-467-8489,1469.59,BUILDING,al foxes haggle. evenly ironic foxes against the slowly pend
561,"Customer#000000561",2ZGbo8PM7AlLNFtZqPRgnNm0Hjg4,18,28-286-185-3047,2323.45,FURNITURE,"out the silent, regular deposits; slyly ironic theodolites are furiously. blithely express deposits w"
562,"Customer#000000562","0XuHp1sxLLEJ5tm3,rbMJhbyNIJr,HJ",15,25-271-465-6971,9234.50,BUILDING,ress requests haggle furiousl
563,"Customer#000000563",Z98oZLTO5N1HYXjyzNGJOokEIJm,12,22-544-152-1215,3231.71,FURNITURE,accounts boost according to the carefully regular foxes. carefully even
564,"Customer#000000564",BbacCSWI5F,4,14-865-332-8571,6307.59,MACHINERY,"ess deposits was along the silent, regula"
565,"Customer#000000565",kop3qDx0ZMcU1XiuDjliU3EmpLxYT8v,4,14-798-211-2891,2688.88,FURNITURE,uests. silent deposits are quickly th
566,"Customer#000000566",WdENejv7BlTyHTcSYXUXuOqUmgV2J0x4,24,34-443-780-3708,1928.10,FURNITURE,"requests. final, unusual packages sublate upon the instructions"
567,"Customer#000000567",hdmUEC4URiL7H5d,21,31-389-883-3371,8475.17,BUILDING,tructions. blithely special packages after the blithe
568,"Customer#000000568",2NN5oEsMqp87pK5YkwGweyvR0hcjjBfmYkmgJs,13,23-603-795-8611,1317.56,BUILDING,", regular pinto beans despite the slyly special requests "
569,"Customer#000000569","hGY,aWjItzIObBeGfUBd7133xn",2,12-648-567-6776,-795.23,MACHINERY,onic instructions boost. fluffily express packages are fluffily. 
570,"Customer#000000570","02C,bVE0zINrZ054QOb3ZOOniu4lCFIU9",15,25-264-442-3057,8480.87,AUTOMOBILE,sts use fluffily. regular platelets integrate furiously. slyly final platelets about
571,"Customer#000000571",Ko nnAeskJ QU0VhW k3b,2,12-115-414-4819,8993.23,HOUSEHOLD,"silent, brave ideas after the blithely ironic accounts b"
572,"Customer#000000572",eLW2AQWRpAlGsEEzLU,11,21-425-209-5033,7252.65,AUTOMOBILE,cies haggle furiously furiously silent packages. furi
573,"Customer#000000573",qmFxjUIyTH7O4APsydfPfigH6SJ DfUg,4,14-354-826-9743,2333.96,HOUSEHOLD,nic pinto beans are furiously along the quickly fina
574,"Customer#000000574","AQy5fOEB,T0",8,18-676-218-1058,9787.56,FURNITURE,ously regular asymptotes integrate furiously along the blithely final instructions. t
575,"Customer#000000575","XgUJ,C2j0PLYl8VP2f0ABMHJwCTmL7GpH9HN5bGA",1,11-980-134-7627,3652.29,BUILDING,"lithely even, ironic deposits; unusual packages haggle a"
576,"Customer#000000576","iiT1iYp9 GzW,xx7EKrCu1oXBbYF8UW8D8kg",1,11-777-499-8213,2091.63,HOUSEHOLD, beans was. carefully bold requests hang 
577,"Customer#000000577",RTX88BYOIBUoSD8tNEEzPB1tfp1Tgf,14,24-662-826-1317,7059.15,FURNITURE,ar theodolites haggle quickly re
578,"Customer#000000578",Eu61rqopcZsjqtE7OCBFZdyt4fx45DnXPAb6np,14,24-278-860-9263,6181.23,FURNITURE,"press instructions use sometimes regular, express pint"
579,"Customer#000000579",S87Yu1zDt2Yz,0,10-374-175-6181,1924.96,MACHINERY, furiously. even pinto beans 
580,"Customer#000000580",wBwbPRbyuVbd,11,21-444-589-3830,-181.63,BUILDING,l packages are. slyly special deposits cajole blithely around the fluffily s
581,"Customer#000000581", R8CdS3M5xp I,24,34-415-978-2518,3242.10,MACHINERY,le carefully final accounts-- never pending foxes us
582,"Customer#000000582",hAjUxdsy5gWVsnugqRGwOyDtrJVc23z,3,13-484-591-9280,4879.55,MACHINERY, ideas are furiously. dolphins 
583,"Customer#000000583","6XIUkyR0f1zwNDdCB3DiZMgalv,PXU5wf0ls",13,23-234-625-4041,3686.07,HOUSEHOLD,lyly express frays engage blithely carefully special 
584,"Customer#000000584","IMPgwCyEjy9R02m,AcHFZqcvXTb0SzHDKh1K",15,25-352-778-1041,8825.71,MACHINERY,"n, even accounts after the blithely quick packages "
585,"Customer#000000585","dqD1cB Uq01TT4o00,OGTpqAwi74U0O9kC9O3",16,26-397-693-4170,7820.26,MACHINERY,he even accounts. accounts haggle according to the
586,"Customer#000000586",xkQqR4pyD0KFzvlK8Hfi4kFfmonYLFnS63vI,11,21-239-369-7791,5134.35,AUTOMOBILE,osely blithely regular packages. slyly re
587,"Customer#000000587",iY6vCimasqd7yxpAuk5QLRI487b7B,6,16-585-233-5906,7077.79,AUTOMOBILE,. carefully unusual excuses sleep carefully final dugouts
588,"Customer#000000588",NuR8GhTgrxf0GIZOzcTbL1fFiyalgh7a1BnZC8,17,27-988-546-2598,483.89,FURNITURE,usly express packages boost furiously along the pending courts. regular pinto be
589,"Customer#000000589",8wN2dDKisnM rZ6uhmWPS97mdcELLEjCj,19,29-479-316-3576,1647.05,FURNITURE,"refully slow, special instructions. bold, regular ideas after the carefully brave requests boost ideas. deposits de"
590,"Customer#000000590",XzjJJr14j2auh5s0h9KH5RiFgy0VViy7,8,18-734-215-6394,3993.54,MACHINERY,ourts sleep quickly quickly final packages. furiously silent dependencies impress quickly. final frets de
591,"Customer#000000591",wkmTqEmyI3UOEoG3q,20,30-584-309-7885,6344.66,MACHINERY,xpress deposits. slyly ironic ideas haggle: daringly even requests after the quickly final ideas boost q
592,"Customer#000000592","  dcVkxZ,s,9xW ab60aC3slv3STVRwA1",24,34-832-574-7217,9712.75,BUILDING,"odolites cajole against the unusual platelets. courts cajole after the final, fluffy requests. blithel"
593,"Customer#000000593",92tmfZDtyh4pPlMFezMoJIwqXZ685moPwks28,9,19-621-217-1535,233.51,AUTOMOBILE, foxes believe carefully. furiously even courts kindle fluffily. daringly regular requests
594,"Customer#000000594", POg4GyLoqE3 Or2YT12oszjZtyN01KKQnRviezJ,9,19-286-925-8440,6518.42,HOUSEHOLD,egular asymptotes are carefully pending accounts. regular
595,"Customer#000000595","UaZTpROue0GI2YqwJDjka,bHL,ZS,zfsZ6",19,29-554-215-7805,4177.17,HOUSEHOLD, along the carefully silent foxes. fluffily iro
596,"Customer#000000596",KCpta6YhOJGi4Lscl4Si0Eoi,5,15-484-811-5482,1722.88,MACHINERY, slyly unusual deposits. fluffily regular ideas are even deposits. permanently even deposits use. brav
597,"Customer#000000597",oPw036ksFW4,15,25-687-952-9485,2443.52,AUTOMOBILE,s. enticing deposits haggle. requests haggle against the blithely final re
598,"Customer#000000598",Siofl5l1QU,9,19-113-384-3847,3244.78,FURNITURE,y regular accounts according to the ironic requests haggle final instructions. blithely unusual decoys against
599,"Customer#000000599","MiwBsR,yF3r5HcqcG4dV1nI6,ocWMVeGLKcG3Bni",4,14-916-825-6916,6004.52,HOUSEHOLD,ackages after the accounts use blithely slyly quiet foxes: carefully silent accounts are slyly
600,"Customer#000000600","gcy5Hco0mx1,iYpaoA4L1g",12,22-675-907-7888,2003.44,HOUSEHOLD," accounts. blithely regular deposits nag final, slow accounts; blithely final packages cajole slyly"
601,"Customer#000000601",cXrnw1UtFF8dEfRuyUd621b1HxeYOC5hN,1,11-104-635-9839,9768.21,BUILDING, ironic asymptotes nag alongside of the quietly regular instructions. furiously special requests promise s
602,"Customer#000000602",eo tgjBkX41ln5Y,13,23-434-900-7213,8404.90,BUILDING,unusual packages wake after the furiously even pinto beans. fluffil
603,"Customer#000000603","olqi4JtA1,lsxlUr4o13YnOnuuioPXn4umv",19,29-629-573-6194,8161.13,AUTOMOBILE,"ronic, ironic dugouts affix slyly after the slyly final instructions. even platelets sleep blithely even re"
604,"Customer#000000604","Boazlnf1X4sJFEI1scjpP1kC,c1FXHQlxZH IHAm",21,31-757-951-9827,3195.96,HOUSEHOLD, quickly? furiously pending packages accordi
605,"Customer#000000605","bqu1,j3Kos7LdHzNaofLKRVjmJ",23,33-269-948-8039,-549.73,HOUSEHOLD,y regular accounts. accounts 
606,"Customer#000000606",xpi6NUfH9hW 138ti7jixB1vppoFtyXjH r8FDL0,1,11-284-540-8460,9676.98,AUTOMOBILE,posits are blithely across the final theodolites. blithely pending instructions above the busily u
607,"Customer#000000607",FUZJw3bq8ilEdhuU7x,24,34-601-151-4029,4038.45,FURNITURE,packages sleep slowly after the pinto beans. quickly express accounts affix reg
608,"Customer#000000608",GxeiZiBL  jfomM8KsSGSSs,16,26-767-193-8671,2256.36,BUILDING,the foxes. carefully pending accounts sleep. busily even deposits wake furiously carefully unusual accounts. furiou
609,"Customer#000000609",O8B6lGSi9SlJ,21,31-869-580-1707,3651.06,FURNITURE,e the always final requests cajole blithely regular
610,"Customer#000000610","mCS9LcAZGKtnr,",11,21-782-663-7023,3374.92,BUILDING," regular, quick requests. slyly ironic accounts integrate c"
611,"Customer#000000611",nZNy4ljmTdAfLD8hfbl6,19,29-924-242-5243,4272.43,HOUSEHOLD,ckly daring waters cajole carefully. pending deposits maintain carefully. quickly regula
612,"Customer#000000612",DdlACAkJAXRXvCmCVASu6n3,14,24-818-339-9984,7669.16,HOUSEHOLD, about the fluffily bold requests. furiously slow platelets haggle sl
613,"Customer#000000613",rh70YV9PQD8NmjcqK74K,4,14-275-416-1669,6679.75,AUTOMOBILE,ly even deposits nag across the 
614,"Customer#000000614",3gvMAkhL5CH,18,28-698-510-6194,9630.24,FURNITURE, above the furiously regular deposits. slyly ironic packages detect slyly
615,"Customer#000000615","VQi7QC2eAe,Lhagyhn,V3P0UlKH 4",2,12-639-391-3956,-482.48,BUILDING,tructions wake quickly pending accounts. quickly sile
616,"Customer#000000616",uw6mTbtX6PVxkJbHxmhMdi,1,11-275-121-4443,6898.65,FURNITURE,endencies. carefully regular excu
617,"Customer#000000617",jLHuPzX2WElx,14,24-527-532-7752,3625.93,HOUSEHOLD,quests. quickly even deposits about the blithely bold accounts 
618,"Customer#000000618",ScWLJLyMaNulwoGAlE,0,10-675-573-1877,-932.38,HOUSEHOLD,"leep. requests breach along the quickly final accounts. final, pending theodolites among the care"
619,"Customer#000000619",VPu dvaqrCNzTOeRYX9rWFnEidi97JxN,24,34-245-618-6317,2336.99,FURNITURE, packages haggle quickly regular exc
620,"Customer#000000620",YsyvRhaAgkezIee1iZrULYL0xZbEVfKF8mMT1gZG,8,18-466-916-8135,5795.15,AUTOMOBILE,the slyly final sheaves. ideas sleep. regular platelets boost final ideas. blithe
621,"Customer#000000621",jBlCUNYYo9JDGTWc6mbyK2RnhiD8McaEahW,17,27-667-987-3718,3164.28,HOUSEHOLD,s grow against the ironically sil
622,"Customer#000000622",BN9j78D5LRdYIlelZznEZk8DFfYWyg5g,13,23-925-151-9771,5974.11,FURNITURE,"es among the even, final patter"
623,"Customer#000000623",k3IlPSC4FKB13 hc6omhVs1ibvqeWEV,9,19-113-202-7085,7887.60,BUILDING,se around the ideas. accounts cajole blithely slyly ironic requests. b
624,"Customer#000000624","gZJkze uWpJdVni2kGT4fzpR,8WQK",4,14-558-935-8773,3907.11,MACHINERY,"ecial, regular platelets haggle alongside of the carefully unusual package"
625,"Customer#000000625",ywKnmVMaYPiBWpGkt5NB32oS,13,23-789-801-2873,5744.89,FURNITURE,ding theodolites! ironic dolphins are quickly; unusual excuses 
626,"Customer#000000626","cnMmU,52YaSUMLxNvi1",5,15-540-121-5663,5447.12,FURNITURE,quickly ironic ideas. deposits will nag quickly slyly even requests. carefully stealthy r
627,"Customer#000000627","yclsr1Ie2I0Zgz ,XaYDqom7oC8B",15,25-811-790-3533,5826.68,FURNITURE,gular requests. ironic requests above the regular deposits are at the pending packages. regular theodoli
628,"Customer#000000628",6s Q yVgPKPoX5,17,27-367-742-4090,4954.25,FURNITURE,ckages. fluffily special pinto beans sleep furiously. furiously bold r
629,"Customer#000000629","gM3kJ43ZElb,oA0UyQ4rAxw9j8BkXA1gG4",12,22-260-205-9116,5100.77,AUTOMOBILE, ironic theodolites. fluffily unusual accounts haggle slyly. pinto beans cajole instructions: furiously daring foxe
